9,People wondered what people think you said you believed we wondered about it at the meeting,wh-ngap,4,14
10,People wondered what people think they thought we supposed he turned to it at the meeting,wh-ngap,4,14
1,People wondered who people think you think she thinks we relied on at the meeting,wh-gap,4,13
2,People wondered what people think you believe he suspects they focused on at the meeting,wh-gap,4,13
3,People wondered who people think she thinks you feared we worked with at the meeting,wh-gap,4,13
4,People wondered what people think he thinks she claims we insisted on at the meeting,wh-gap,4,13
5,People wondered who people think they suspect you assumed they trusted in at the meeting,wh-gap,4,13
6,People wondered who people think we claim he maintains we concentrated on at the meeting,wh-gap,4,13
7,People wondered who people think she maintains they said we depended on at the meeting,wh-gap,4,13
8,People wondered what people think he believes I think she bet on at the meeting,wh-gap,4,13
9,People wondered what people think you said you believed we wondered about at the meeting,wh-gap,4,13
10,People wondered what people think they thought we supposed he turned to at the meeting,wh-gap,4,13
1,People wonder if people think you think she thinks we relied on them at the meeting,nwh-ngap,4,14
2,People wonder if people think you believe he suspects they focused on it at the meeting,nwh-ngap,4,14
3,People wonder if people think she thinks you feared we worked with them at the meeting,nwh-ngap,4,14
4,People wonder if people think he thinks she claims we insisted on that at the meeting,nwh-ngap,4,14
5,People wonder if people think they suspect you assumed they trusted in this at the meeting,nwh-ngap,4,14
6,People wonder if people think we claim he maintains we concentrated on them at the meeting,nwh-ngap,4,14
7,People wonder if people think she maintains they said we depended on them at the meeting,nwh-ngap,4,14
8,People wonder if people think he believes I think she bet on it at the meeting,nwh-ngap,4,14
9,People wondered if people think you said you believed we wondered about that at the meeting,nwh-ngap,4,14
10,People wondered if people think they thought we supposed he turned to it at the meeting,nwh-ngap,4,14
1,People wonder if people think you think she thinks we relied on at the meeting,nwh-gap,4,13
2,People wonder if people think you believe he suspects they focused on at the meeting,nwh-gap,4,13
3,People wonder if people think she thinks you feared we worked with at the meeting,nwh-gap,4,13
4,People wonder if people think he thinks she claims we insisted on at the meeting,nwh-gap,4,13
5,People wonder if people think they suspect you assumed they trusted in at the meeting,nwh-gap,4,13
6,People wonder if people think we claim he maintains we concentrated on at the meeting,nwh-gap,4,13
7,People wonder if people think she maintains they said we depended on at the meeting,nwh-gap,4,13
8,People wonder if people think he believes I think she bet on at the meeting,nwh-gap,4,13
9,People wondered if people think you said you believed we wondered about at the meeting,nwh-gap,4,13
10,People wondered if people think they thought we supposed he turned to at the meeting,nwh-gap,4,13
