Someone wondered which parent I think you said [MASK] lost,N-sg,2
Someone wondered which man I think you said [MASK] lost,N-sg,2
Someone wondered which woman I think you said [MASK] lost,N-sg,2
Someone wondered which neighbor I think you said [MASK] angry,N-sg,2
Someone wondered which teacher I think you said [MASK] sick,N-sg,2
Someone wondered which lawyer I think you said [MASK] upset,N-sg,2
Someone wondered which reporter I think you said [MASK] upset,N-sg,2
Someone wondered which coach I think you said [MASK] upset,N-sg,2
Someone wondered which customer I think you said [MASK] upset,N-sg,2
Someone wondered which officer I think you said [MASK] angry,N-sg,2
Someone wondered which patron I think you said [MASK] angry,N-sg,2
Someone wondered which baby I think you said [MASK] sick,N-sg,2
Someone wondered which author I think you said [MASK] upset,N-sg,2
Someone wondered which nurse I think you said [MASK] upset,N-sg,2
Someone wondered which instructor I think you said [MASK] upset,N-sg,2
Someone wondered which teenager I think you said [MASK] upset,N-sg,2
Someone wondered which cousin I think you said [MASK] upset,N-sg,2
Someone wondered which boys I think you said you thought [MASK] lost,N-pl,3
Someone wondered which girls I think you said you thought [MASK] lost,N-pl,3
Someone wondered which patients I think you said you thought [MASK] lost,N-pl,3
Someone wondered which parents I think you said you thought [MASK] lost,N-pl,3
Someone wondered which men I think you said you thought [MASK] lost,N-pl,3
Someone wondered which women I think you said you thought [MASK] lost,N-pl,3
Someone wondered which neighbors I think you said you thought [MASK] angry,N-pl,3
Someone wondered which teachers I think you said you thought [MASK] sick,N-pl,3
Someone wondered which lawyers I think you said you thought [MASK] upset,N-pl,3
Someone wondered which reporters I think you said you thought [MASK] upset,N-pl,3
Someone wondered which coaches I think you said you thought [MASK] upset,N-pl,3
Someone wondered which customers I think you said you thought [MASK] upset,N-pl,3
Someone wondered which officers I think you said you thought [MASK] angry,N-pl,3
Someone wondered which patrons I think you said you thought [MASK] angry,N-pl,3
Someone wondered which babies I think you said you thought [MASK] sick,N-pl,3
Someone wondered which authors I think you said you thought [MASK] upset,N-pl,3
Someone wondered which nurses I think you said you thought [MASK] upset,N-pl,3
Someone wondered which instructors I think you said you thought [MASK] upset,N-pl,3
Someone wondered which teenagers I think you said you thought [MASK] upset,N-pl,3
Someone wondered which cousins I think you said you thought [MASK] upset,N-pl,3
Someone wondered which boy I think you said you thought [MASK] lost,N-sg,3
Someone wondered which girl I think you said you thought [MASK] lost,N-sg,3
Someone wondered which patient I think you said you thought [MASK] lost,N-sg,3
Someone wondered which parent I think you said you thought [MASK] lost,N-sg,3
Someone wondered which man I think you said you thought [MASK] lost,N-sg,3
Someone wondered which woman I think you said you thought [MASK] lost,N-sg,3
Someone wondered which neighbor I think you said you thought [MASK] angry,N-sg,3
Someone wondered which teacher I think you said you thought [MASK] sick,N-sg,3
Someone wondered which lawyer I think you said you thought [MASK] upset,N-sg,3
Someone wondered which reporter I think you said you thought [MASK] upset,N-sg,3
Someone wondered which coach I think you said you thought [MASK] upset,N-sg,3
Someone wondered which customer I think you said you thought [MASK] upset,N-sg,3
Someone wondered which officer I think you said you thought [MASK] angry,N-sg,3
Someone wondered which patron I think you said you thought [MASK] angry,N-sg,3
Someone wondered which baby I think you said you thought [MASK] sick,N-sg,3
Someone wondered which author I think you said you thought [MASK] upset,N-sg,3
Someone wondered which nurse I think you said you thought [MASK] upset,N-sg,3
Someone wondered which instructor I think you said you thought [MASK] upset,N-sg,3
Someone wondered which teenager I think you said you thought [MASK] upset,N-sg,3
Someone wondered which cousin I think you said you thought [MASK] upset,N-sg,3
Someone wondered which boys people believe I think you said you thought [MASK] lost,N-pl,4
Someone wondered which girls people believe I think you said you thought [MASK] lost,N-pl,4
Someone wondered which patients people believe I think you said you thought [MASK] lost,N-pl,4
Someone wondered which parents people believe I think you said you thought [MASK] lost,N-pl,4
Someone wondered which men people believe I think you said you thought [MASK] lost,N-pl,4
Someone wondered which women people believe I think you said you thought [MASK] lost,N-pl,4
Someone wondered which neighbors people believe I think you said you thought [MASK] angry,N-pl,4
Someone wondered which teachers people believe I think you said you thought [MASK] sick,N-pl,4
Someone wondered which lawyers people believe I think you said you thought [MASK] upset,N-pl,4
Someone wondered which reporters people believe I think you said you thought [MASK] upset,N-pl,4
Someone wondered which coaches people believe I think you said you thought [MASK] upset,N-pl,4
Someone wondered which customers people believe I think you said you thought [MASK] upset,N-pl,4
Someone wondered which officers people believe I think you said you thought [MASK] angry,N-pl,4
Someone wondered which patrons people believe I think you said you thought [MASK] angry,N-pl,4
Someone wondered which babies people believe I think you said you thought [MASK] sick,N-pl,4
Someone wondered which authors people believe I think you said you thought [MASK] upset,N-pl,4
Someone wondered which nurses people believe I think you said you thought [MASK] upset,N-pl,4
Someone wondered which instructors people believe I think you said you thought [MASK] upset,N-pl,4
Someone wondered which teenagers people believe I think you said you thought [MASK] upset,N-pl,4
Someone wondered which cousins people believe I think you said you thought [MASK] upset,N-pl,4
Someone wondered which boy people believe I think you said you thought [MASK] lost,N-sg,4
Someone wondered which girl people believe I think you said you thought [MASK] lost,N-sg,4
Someone wondered which patient people believe I think you said you thought [MASK] lost,N-sg,4
Someone wondered which parent people believe I think you said you thought [MASK] lost,N-sg,4
Someone wondered which man people believe I think you said you thought [MASK] lost,N-sg,4
Someone wondered which woman people believe I think you said you thought [MASK] lost,N-sg,4
Someone wondered which neighbor people believe I think you said you thought [MASK] angry,N-sg,4
Someone wondered which teacher people believe I think you said you thought [MASK] sick,N-sg,4
Someone wondered which lawyer people believe I think you said you thought [MASK] upset,N-sg,4
Someone wondered which reporter people believe I think you said you thought [MASK] upset,N-sg,4
Someone wondered which coach people believe I think you said you thought [MASK] upset,N-sg,4
Someone wondered which customer people believe I think you said you thought [MASK] upset,N-sg,4
Someone wondered which officer people believe I think you said you thought [MASK] angry,N-sg,4
Someone wondered which patron people believe I think you said you thought [MASK] angry,N-sg,4
Someone wondered which baby people believe I think you said you thought [MASK] sick,N-sg,4
Someone wondered which author people believe I think you said you thought [MASK] upset,N-sg,4
Someone wondered which nurse people believe I think you said you thought [MASK] upset,N-sg,4
Someone wondered which instructor people believe I think you said you thought [MASK] upset,N-sg,4
Someone wondered which teenager people believe I think you said you thought [MASK] upset,N-sg,4
Someone wondered which cousin people believe I think you said you thought [MASK] upset,N-sg,4

