6,Who does he maintain we concentrated on them at the conference,wh-ngap,2
7,Who do they say we depended on them at the conference,wh-ngap,2
8,What do I think she bet on it at the conference,wh-ngap,2
9,What do you believe we wondered about it at the conference,wh-ngap,2
10,What do we suppose he turned to it at the conference,wh-ngap,2
1,Who does she think we relied on at the conference,wh-gap,2
2,What does he suspect they focused on at the conference,wh-gap,2
3,Who do you fear we worked with at the conference,wh-gap,2
4,What does she claim we insisted on at the conference,wh-gap,2
5,Who do you assume they trusted in at the conference,wh-gap,2
6,Who does he maintain we concentrated on at the conference,wh-gap,2
7,Who do they say we depended on at the conference,wh-gap,2
8,What do I think she bet on at the conference,wh-gap,2
9,What do you believe we wondered about at the conference,wh-gap,2
10,What do we suppose he turned to at the conference,wh-gap,2
1,Does she think we relied on them at the conference,nwh-ngap,2
2,Does he suspect they focused on it at the conference,nwh-ngap,2
3,Do you fear we worked with them at the conference,nwh-ngap,2
4,Does she claim we insisted on that at the conference,nwh-ngap,2
5,Do you assume they trusted in this at the conference,nwh-ngap,2
6,Does he maintain we concentrated on them at the conference,nwh-ngap,2
7,Do they say we depended on them at the conference,nwh-ngap,2
8,Do I think she bet on it at the conference,nwh-ngap,2
9,Do you believe we wondered about that at the conference,nwh-ngap,2
10,Do we suppose he turned to it at the conference,nwh-ngap,2
1,Does she think we relied on at the conference,nwh-gap,2
2,Does he suspect they focused on at the conference,nwh-gap,2
3,Do you fear we worked with at the conference,nwh-gap,2
4,Does she claim we insisted on at the conference,nwh-gap,2
5,Do you assume they trusted in at the conference,nwh-gap,2
6,Does he maintain we concentrated on at the conference,nwh-gap,2
7,Do they say we depended on at the conference,nwh-gap,2
8,Do I think she bet on at the conference,nwh-gap,2
9,Do you believe we wondered about at the conference,nwh-gap,2
10,Do we suppose he turned to at the conference,nwh-gap,2
1,Who do you think she thinks we relied on them at the conference,wh-ngap,3
2,What do you believe he suspects they focused on it at the conference,wh-ngap,3
3,Who does she think you feared we worked with them at the conference,wh-ngap,3
4,What does he think she claims we insisted on that at the conference,wh-ngap,3
5,Who do they suspect you assumed they trusted in this at the conference,wh-ngap,3
6,Who do we claim he maintains we concentrated on them at the conference,wh-ngap,3
7,Who does she maintain they said we depended on them at the conference,wh-ngap,3
8,What does he believe I think she bet on it at the conference,wh-ngap,3
9,What did you say you believed we wondered about it at the conference,wh-ngap,3
10,What did they think we supposed he turned to it at the conference,wh-ngap,3
1,Who you think she thinks we relied on at the conference,wh-gap,3
2,What do you believe he suspects they focused on at the conference,wh-gap,3
3,Who does she think you feared we worked with at the conference,wh-gap,3
4,What does he think she claims we insisted on at the conference,wh-gap,3
5,Who do they suspect you assumed they trusted in at the conference,wh-gap,3
6,Who do we claim he maintains we concentrated on at the conference,wh-gap,3
7,Who does she maintain they said we depended on at the conference,wh-gap,3
8,What does he believe I think she bet on at the conference,wh-gap,3
9,What did you say you believed we wondered about at the conference,wh-gap,3
10,What did they think we supposed he turned to at the conference,wh-gap,3
1,Do you think she thinks we relied on them at the conference,nwh-ngap,3
2,Do you believe he suspects they focused on it at the conference,nwh-ngap,3
3,Does she think you feared we worked with them at the conference,nwh-ngap,3
4,Does he think she claims we insisted on that at the conference,nwh-ngap,3
5,Do they suspect you assumed they trusted in this at the conference,nwh-ngap,3
6,Do we claim he maintains we concentrated on them at the conference,nwh-ngap,3
7,Does she maintain they said we depended on them at the conference,nwh-ngap,3
8,Does he believe I think she bet on it at the conference,nwh-ngap,3
9,Did you say you believed we wondered about that at the conference,nwh-ngap,3
10,Did they think we supposed he turned to it at the conference,nwh-ngap,3
1,Do you think she thinks we relied on at the conference,nwh-gap,3
2,Do you believe he suspects they focused on at the conference,nwh-gap,3
3,Does she think you feared we worked with at the conference,nwh-gap,3
4,Does he think she claims we insisted on at the conference,nwh-gap,3
5,Do they suspect you assumed they trusted in at the conference,nwh-gap,3
6,Do we claim he maintains we concentrated on at the conference,nwh-gap,3
7,Does she maintain they said we depended on at the conference,nwh-gap,3
8,Does he believe I think she bet on at the conference,nwh-gap,3
9,Did you say you believed we wondered about at the conference,nwh-gap,3
10,Did they think we supposed he turned to at the conference,nwh-gap,3
1,Who do people think you think she thinks we relied on them at the conference,wh-ngap,4
2,What do people think you believe he suspects they focused on it at the conference,wh-ngap,4
3,Who do people think she thinks you feared we worked with them at the conference,wh-ngap,4
4,What do people think he thinks she claims we insisted on that at the conference,wh-ngap,4
5,Who do people think they suspect you assumed they trusted in this at the conference,wh-ngap,4
6,Who do people think we claim he maintains we concentrated on them at the conference,wh-ngap,4
7,Who do people think  she maintain they said we depended on them at the conference,wh-ngap,4
8,What do people think he believes I think she bet on it at the conference,wh-ngap,4
9,What did people think you said you believed we wondered about it at the conference,wh-ngap,4
10,What did people think they thought we supposed he turned to it at the conference,wh-ngap,4
1,Who do people think you think she thinks we relied on at the conference,wh-gap,4
2,What do people think you believe he suspects they focused on at the conference,wh-gap,4
3,Who do people think she thinks you feared we worked with at the conference,wh-gap,4
4,What do people think he thinks she claims we insisted on at the conference,wh-gap,4
5,Who do people think they suspect you assumed they trusted in at the conference,wh-gap,4
6,Who do people think we claim he maintains we concentrated on at the conference,wh-gap,4
7,Who do people think she maintains they said we depended on at the conference,wh-gap,4
8,What do people think he believes I think she bet on at the conference,wh-gap,4
9,What did people think you said you believed we wondered about at the conference,wh-gap,4
10,What did people think they thought we supposed he turned to at the conference,wh-gap,4
1,Do people think you think she thinks we relied on them at the conference,nwh-ngap,4
2,Do people think you believe he suspects they focused on it at the conference,nwh-ngap,4
3,Do people think she thinks you feared we worked with them at the conference,nwh-ngap,4
4,Do people think he thinks she claims we insisted on that at the conference,nwh-ngap,4
5,Do people think they suspect you assumed they trusted in this at the conference,nwh-ngap,4
6,Do people think we claim he maintains we concentrated on them at the conference,nwh-ngap,4
7,Do people think she maintains they said we depended on them at the conference,nwh-ngap,4
8,Do people think he believes I think she bet on it at the conference,nwh-ngap,4
9,Did people think you said you believed we wondered about that at the conference,nwh-ngap,4
10,Did people think they thought we supposed he turned to it at the conference,nwh-ngap,4
1,Do people think you think she thinks we relied on at the conference,nwh-gap,4
2,Do people think you believe he suspects they focused on at the conference,nwh-gap,4
3,Do people think she thinks you feared we worked with at the conference,nwh-gap,4
4,Do people think he thinks she claims we insisted on at the conference,nwh-gap,4
5,Do people think they suspect you assumed they trusted in at the conference,nwh-gap,4
6,Do people think we claim he maintains we concentrated on at the conference,nwh-gap,4
7,Do people think she maintains they said we depended on at the conference,nwh-gap,4
8,Do people think he believes I think she bet on at the conference,nwh-gap,4
9,Did people think you said you believed we wondered about at the conference,nwh-gap,4
10,Did people think they thought we supposed he turned to at the conference,nwh-gap,4
