SentenceID, MaskedWord, Softmax, Surprisal, Condition, EmbeddingLevel
6,at,0.116568215,3.1007535,wh-ngap,3
7,at,1.5719968e-05,15.957042,wh-ngap,3
8,at,0.86861837,0.20320563,wh-ngap,3
9,at,0.6907729,0.5337166,wh-ngap,3
10,at,0.71667564,0.48060778,wh-ngap,3
1,the,0.8237721,0.27968287,wh-gap,3
2,at,0.49301293,1.0203027,wh-gap,3
3,at,0.67895335,0.5586156,wh-gap,3
4,at,0.8725455,0.19669776,wh-gap,3
5,at,0.67605597,0.5647854,wh-gap,3
6,at,0.10164612,3.298373,wh-gap,3
7,at,0.0018463687,9.081094,wh-gap,3
8,at,0.79676,0.32778284,wh-gap,3
9,at,0.5650662,0.82350814,wh-gap,3
10,at,0.5523046,0.8564639,wh-gap,3
1,at,0.9208068,0.11902957,nwh-ngap,3
2,at,0.7686515,0.37959847,nwh-ngap,3
3,at,0.84659487,0.24025635,nwh-ngap,3
4,at,0.86005425,0.21750042,nwh-ngap,3
5,at,0.62958175,0.66753435,nwh-ngap,3
6,at,0.33022222,1.598491,nwh-ngap,3
7,at,1.1711337e-05,16.381735,nwh-ngap,3
8,at,0.86965954,0.20147738,nwh-ngap,3
9,at,0.6337959,0.65790975,nwh-ngap,3
10,at,0.8114202,0.30147886,nwh-ngap,3
1,at,0.38734195,1.3683203,nwh-gap,3
2,at,0.0052431617,7.5753474,nwh-gap,3
3,at,0.4565506,1.1311533,nwh-gap,3
4,at,0.7205071,0.47291547,nwh-gap,3
5,at,0.33093566,1.5953773,nwh-gap,3
6,at,0.029879222,5.0647135,nwh-gap,3
7,at,0.0008658845,10.173538,nwh-gap,3
8,at,0.007282323,7.1013856,nwh-gap,3
9,at,0.01863266,5.7460227,nwh-gap,3
10,at,0.011774964,6.4081335,nwh-gap,3
1,at,0.8608257,0.21620692,wh-ngap,4
2,at,0.6192604,0.691382,wh-ngap,4
3,at,0.8590909,0.21911727,wh-ngap,4
4,at,0.7137751,0.4864585,wh-ngap,4
5,at,0.52131975,0.9397596,wh-ngap,4
6,at,0.3388123,1.5614419,wh-ngap,4
7,them,0.011423741,6.451821,wh-ngap,4
8,at,0.8345237,0.26097512,wh-ngap,4
9,at,0.6647824,0.5890459,wh-ngap,4
10,at,0.76633257,0.38395748,wh-ngap,4
1,at,0.705123,0.5040531,wh-gap,4
2,at,0.51728374,0.95097226,wh-gap,4
3,at,0.5698108,0.8114451,wh-gap,4
4,at,0.864669,0.20978008,wh-gap,4
5,at,0.61133474,0.7099655,wh-gap,4
6,at,0.19193593,2.3813033,wh-gap,4
7,at,0.0017293394,9.175563,wh-gap,4
8,at,0.75577605,0.4039693,wh-gap,4
9,at,0.5781287,0.7905374,wh-gap,4
10,at,0.514509,0.9587317,wh-gap,4
1,at,0.9135686,0.13041501,nwh-ngap,4
2,at,0.6718322,0.57382715,nwh-ngap,4
3,at,0.866744,0.20632218,nwh-ngap,4
4,at,0.8598862,0.2177823,nwh-ngap,4
5,at,0.5680957,0.81579417,nwh-ngap,4
6,at,0.5853585,0.7726076,nwh-ngap,4
7,at,1.1519098e-05,16.405613,nwh-ngap,4
8,at,0.8294081,0.26984593,nwh-ngap,4
9,at,0.46301872,1.1108576,nwh-ngap,4
10,at,0.81619704,0.29301062,nwh-ngap,4
1,at,0.45238218,1.144386,nwh-gap,4
2,at,0.004504179,7.79452,nwh-gap,4
3,at,0.4841773,1.0463927,nwh-gap,4
4,at,0.79459316,0.33171174,nwh-gap,4
5,at,0.38300732,1.3845562,nwh-gap,4
6,at,0.06000325,4.0588155,nwh-gap,4
7,at,0.0011035206,9.82367,nwh-gap,4
8,at,0.010743722,6.5403624,nwh-gap,4
9,at,0.014815706,6.076729,nwh-gap,4
10,at,0.014266897,6.1311846,nwh-gap,4
