9,What did you say you believed we wondered about it at the conference,wh-ngap,3,11
10,What did they think we supposed he turned to it at the conference,wh-ngap,3,11
1,Who do you think she thinks we relied on at the conference,wh-gap,3,10
2,What do you believe he suspects they focused on at the conference,wh-gap,3,10
3,Who does she think you feared we worked with at the conference,wh-gap,3,10
4,What does he think she claims we insisted on at the conference,wh-gap,3,10
5,Who do they suspect you assumed they trusted in at the conference,wh-gap,3,10
6,Who do we claim he maintains we concentrated on at the conference,wh-gap,3,10
7,Who does she maintain they said we depended on at the conference,wh-gap,3,10
8,What does he believe I think she bet on at the conference,wh-gap,3,10
9,What did you say you believed we wondered about at the conference,wh-gap,3,10
10,What did they think we supposed he turned to at the conference,wh-gap,3,10
1,Do you think she thinks we relied on them at the conference,nwh-ngap,3,10
2,Do you believe he suspects they focused on it at the conference,nwh-ngap,3,10
3,Does she think you feared we worked with them at the conference,nwh-ngap,3,10
4,Does he think she claims we insisted on that at the conference,nwh-ngap,3,10
5,Do they suspect you assumed they trusted in this at the conference,nwh-ngap,3,10
6,Do we claim he maintains we concentrated on them at the conference,nwh-ngap,3,10
7,Does she maintain they said we depended on them at the conference,nwh-ngap,3,10
8,Does he believe I think she bet on it at the conference,nwh-ngap,3,10
9,Did you say you believed we wondered about that at the conference,nwh-ngap,3,10
10,Did they think we supposed he turned to it at the conference,nwh-ngap,3,10
1,Do you think she thinks we relied on at the conference,nwh-gap,3,9
2,Do you believe he suspects they focused on at the conference,nwh-gap,3,9
3,Does she think you feared we worked with at the conference,nwh-gap,3,9
4,Does he think she claims we insisted on at the conference,nwh-gap,3,9
5,Do they suspect you assumed they trusted in at the conference,nwh-gap,3,9
6,Do we claim he maintains we concentrated on at the conference,nwh-gap,3,9
7,Does she maintain they said we depended on at the conference,nwh-gap,3,9
8,Does he believe I think she bet on at the conference,nwh-gap,3,9
9,Did you say you believed we wondered about at the conference,nwh-gap,3,9
10,Did they think we supposed he turned to at the conference,nwh-gap,3,9
1,Who do people think you think she thinks we relied on them at the conference,wh-ngap,4,13
2,What do people think you believe he suspects they focused on it at the conference,wh-ngap,4,13
3,Who do people think she thinks you feared we worked with them at the conference,wh-ngap,4,13
4,What do people think he thinks she claims we insisted on that at the conference,wh-ngap,4,13
5,Who do people think they suspect you assumed they trusted in this at the conference,wh-ngap,4,13
6,Who do people think we claim he maintains we concentrated on them at the conference,wh-ngap,4,13
7,Who do people think  she maintain they said we depended on them at the conference,wh-ngap,4,13
8,What do people think he believes I think she bet on it at the conference,wh-ngap,4,13
9,What did people think you said you believed we wondered about it at the conference,wh-ngap,4,13
10,What did people think they thought we supposed he turned to it at the conference,wh-ngap,4,13
1,Who do people think you think she thinks we relied on at the conference,wh-gap,4,12
2,What do people think you believe he suspects they focused on at the conference,wh-gap,4,12
3,Who do people think she thinks you feared we worked with at the conference,wh-gap,4,12
4,What do people think he thinks she claims we insisted on at the conference,wh-gap,4,12
5,Who do people think they suspect you assumed they trusted in at the conference,wh-gap,4,12
6,Who do people think we claim he maintains we concentrated on at the conference,wh-gap,4,12
7,Who do people think she maintains they said we depended on at the conference,wh-gap,4,12
8,What do people think he believes I think she bet on at the conference,wh-gap,4,12
9,What did people think you said you believed we wondered about at the conference,wh-gap,4,12
10,What did people think they thought we supposed he turned to at the conference,wh-gap,4,12
1,Do people think you think she thinks we relied on them at the conference,nwh-ngap,4,12
2,Do people think you believe he suspects they focused on it at the conference,nwh-ngap,4,12
3,Do people think she thinks you feared we worked with them at the conference,nwh-ngap,4,12
4,Do people think he thinks she claims we insisted on that at the conference,nwh-ngap,4,12
5,Do people think they suspect you assumed they trusted in this at the conference,nwh-ngap,4,12
6,Do people think we claim he maintains we concentrated on them at the conference,nwh-ngap,4,12
7,Do people think she maintains they said we depended on them at the conference,nwh-ngap,4,12
8,Do people think he believes I think she bet on it at the conference,nwh-ngap,4,12
9,Did people think you said you believed we wondered about that at the conference,nwh-ngap,4,12
10,Did people think they thought we supposed he turned to it at the conference,nwh-ngap,4,12
1,Do people think you think she thinks we relied on at the conference,nwh-gap,4,11
2,Do people think you believe he suspects they focused on at the conference,nwh-gap,4,11
3,Do people think she thinks you feared we worked with at the conference,nwh-gap,4,11
4,Do people think he thinks she claims we insisted on at the conference,nwh-gap,4,11
5,Do people think they suspect you assumed they trusted in at the conference,nwh-gap,4,11
6,Do people think we claim he maintains we concentrated on at the conference,nwh-gap,4,11
7,Do people think she maintains they said we depended on at the conference,nwh-gap,4,11
8,Do people think he believes I think she bet on at the conference,nwh-gap,4,11
9,Did people think you said you believed we wondered about at the conference,nwh-gap,4,11
10,Did people think they thought we supposed he turned to at the conference,nwh-gap,4,11
